ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NDGZT3319,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3320,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3321,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3322,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3323,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT3324,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT3325,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3326,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3327,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3328,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3329,Ashoor Khana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3336,Khaji Service Mosque Sunni,Nandyal,pulimaddi,24.85,0,24.85,0,0,0,,,,,0,0,0,0,new
NDGZT3337,Mosque Sunni,Nandyal,pulimaddi,13.45,0,13.45,0,8000,8000,,,,,0,0,8000,8000,new
NDGZT3344,Mosque Sunni,Nandyal,Ayyalur,71.28,0,71.28,0,,0,,,,,0,0,0,0,new
NDGZT3348,Mosque Sunni,Nandyal,Polur,55.24,0,55.24,0,0,0,,,,,0,0,0,0,
NDGZT3354,Antikor Masjid Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3355,Asad Khan Masjid,Nandyal,Nandyal,20.01,0,20.01,0,0,0,,,,,0,0,0,0,No income
NDGZT3356,Syed Jaffar Khadri Dargah Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3357,Diwane Saheb Dargah @ Hasan Saheb Dargah,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3359,Manju Basha Dargah Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3360,Syed Saheb Dargah Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,Encroachment
NDGZT3363,Dabrewale Haji Masum Saheb Masjid Sunni,Nandyal,Nandyal,0,0,0,0,15120,15120,,,,,0,0,15120,15120,Encroachment
NDGZT3364,Rahman Miyan Mosque Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3365,Khasab Mosque Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT3366,Idgah Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3367,Imam Khasim Ashurkhana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3368,chumli Ashurkhana Sunni,Nandyal,Nandyal,0,0,0,0,0,0,,,,,0,0,0,0,No income
NDGZT3370,Mosque Sunni  ,Nandyal,Chabolu,64.33,0,64.33,0,20000,20000,,,,,0,0,20000,20000,No income
NDGZT3401,Mosque Sunni,Nandyal,Moolasagaram,0,0,0,0,,0,,,,,0,0,0,0,No income
NDGZT3413,Idgah Sunni,Nandyal,Ayyalur,0,0,0,0,0,0,,,,,0,0,0,0,Under Encroachment
NDGZT3414,Khazi Service Nandyal,Nandyal,Nandyal,358-48,0,358-48,0,0,0,,,,,0,0,0,0,new
NDGZT3385,Ashurkhana Sunni,Bandi Atmakur,Bandi Atmakur,0,0,0,0,0,0,,,,,0,0,0,0,
