ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
GNGZT0801,Ashoorkhana,Kommuru,Kommuru,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0804,Mosque,Kakumanu,Kakumanu,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0806,Mosque,Kakumanu,Kakumanu,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0807,Khaji Service,Chandole,Chandole,0,174.52,174.52,0,0,0,,,,,0,0,0,0,
GNGZT0809,Ashoorkhana,Retur,Retur,0,12.7,12.7,0,0,0,,,,,0,0,0,0,
GNGZT0811,Ashoorkhana,Ponnur,Ponnur,0,0,0,0,0,0,,,,,0,0,0,0,Lands lost in suits
GNGZT0816,Dargah (Shabaz Hussaini),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0818,Ashoorkhana (Chinna Moula Panja),Guntur,Guntur,11.06,0,11.06,0,0,0,,,,,0,0,0,0,
GNGZT0821,Mosque (Mohiddinpalem),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0822,Mosque (Alinagar),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0823,Old Guntur Mosque,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0824,Mosque (Sangadigunta),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0828,Dargah (Jhunnu Shaheed),Guntur,Guntur,0.43,0,0.43,0,0,0,,,,,0,0,0,0,
GNGZT0831,Choti Mosque,Tadikonda,Tadikonda,0,0,0,12000,10000,22000,8624/173/10-09-2025,639/19-09-2025,12000,,12000,0,10000,10000,Subject to audit
GNGZT0833,Khaji Inam,Tadikonda,Tadikonda,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0838,Ashoorkhana,mandadam (v) thullur,mandadam (v) thullur,2.98,0,2.98,0,0,0,,,,,0,0,0,0,
GNGZT0840,Ashoorkhana,Pedapalakaluru,Pedapalakaluru,13.77,0,13.77,0,0,0,,,,,0,0,0,0,
GNGZT0844,Mosque,Mangalagiri,Mangalagiri,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0845,Ashoorkhana,Navalur,Navalur,11.52,0,11.52,0,0,0,,,,,0,0,0,0,
GNGZT0850,Ashoorkhana,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0852,Ashoorkhana (Rani hussain),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0853,Ashoorkhana ,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0854,Ashoorkhana ,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0855,Ashoorkhana,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0858,Ashoorkhana,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0860,Dargah ( Hzt. Syed Shah Mohiddin Badsha),Misaragadda Anantavaram,Misaragadda Anantavaram,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0862,Ashoorkhana,Ganikapudi,Ganikapudi,106.15,0,106.15,0,0,0,,,,,0,0,0,0,
