ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NLGZT0202,"Mouzan Service in Neknam Khan Masjid @ Badshahi Masjid at Chinna Bazar, Nellore",Nellore,Nellore,Dry,,10.3,3000,1500,4500,,,,,0,3000,1500,4500,
NLGZT0170,Ashroo Khana,Nellore,Nellore,,,0,2760,230,2990,,,,,0,2760,230,2990,
NLGZT0094,"Jamia Mosque & Eigha and Khateeb Service, Anandapuram, Mahadevapuram & Kandukuru",Kandukur,Kandukur,130.68,,,2250,2250,4500,,,,,0,2250,2250,4500,
NLGZT0154,Ashoor Khana,Buchireddipalem,Damaramadgu,,Wet,4.13,1050,1050,2100,,,,,0,1050,1050,2100,
NLGZT0017,"Ashoorkhana at Nawabpeta, Building of 3 Aknams",A.S.Peta,A.S.Peta,,,38.94,350,350,700,,,,,0,350,350,700,
NLGZT0200,Baba Miya Mosque (Nawab Pet Nellore),Nellore,Nellore,,,Shops,8674,21000,29674,7501/151/11-04-2025,76/21-04-2025,8337,21000,29337,337,0,337,
NLGZT0086,Mosque,Vikkiralapeta,Kandukur,149.53,,,65000,75000,140000,7505/151/03-05-2025,211/27-05-2025,65000,,65000,0,75000,75000,
NLGZT0195,Mouzan Service in Abbas Ali Khan Mosque,Nellore,Nellore,18.06,,18.06,,,,,,,,,,,,
NLGZT0197,sunni Fathekhan Pet Mosque,Nellore,Nellore,-,-,-,0,0,0,,,,,,0,0,0,
NLGZT0205,"pesh Imam Service IN Abbas-Ali-Khan Masjid at Chinna Bazar, Nellore attached Lands at varigunda (v), Totapalli Guduru Nellore , Chinna Cherukur",Nellore,Nellore,1.46 and 4.65,3.66,9.77,45000,75000,120000,"7513/151/22-07-2025, 7516/151/24-07-2025","488/11/08/2025,488/11/08/2025 ",10000,35000,45000,35000,40000,75000,
NLGZT0292,Madina Masjid, ,Kavali,,,,17043,47043,64086,"7503/151/03-05-2025, 7519/151/28-07-2025","211/27-05-2025,488/11/08/2025 ",17043,20000,37043,0,27043,27043,
NLGZT0153,Mohiddinia Mosque,Buchireddipalem,Damaramadgu,,Wet,33.2,0,40000,40000,7521/151/29-07-2025,490/11/08/2025,,40000,40000,0,0,0,
NLGZT0185,Sunni Barracks Masjid,Nellore,Nellore,,,0,19623,39623,59246,7514/151/24-07-2025,488/11/08/2025,19623,,19623,0,39623,39623,
NLGZT0099,Masjid Ahlisuntah alla Jamath,Kavali,Kavali,,,0,20620,35620,56240,7502/151/03-05-2025,211/27-05-2025,20620,,20620,0,35620,35620,
NLGZT0291,Jamia Masjid,Kavali,Kavali,,,,25620,25620,51240,7508/151/03-05-2025,211/27-05-2025,25620,,25620,0,25620,25620,
