ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
ELGZT0660,"D.H Syed Ali Shah Quadri, ",Boruvancha(V) Nuzivid (M) ,Boruvancha(V) Nuzivid (M) ,-,-,0,0,2000,2000,,,,,0,0,2000,2000,
ELGZT0311,"Choti
Mosque, ",Krovvidi,Krovvidi,-,-,11.4,0,0,0,,,,,0,0,0,0,Subject to Audit
ELGZT0315,"Panja,Chintalapudi",Chintalapudi,Chintalapudi,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0316,"Panja, Chintalapudi",Chintalapudi,Chintalapudi,-,-,0.3,0,0,0,,,,,0,0,0,0,
ELGZT0317,"Panja, ",Raghavapurarm,Raghavapurarm,-,-,-,0,0,0,,,,,0,0,0,0,Subject to Audit
ELGZT0318,"Panja,Raghavapurarm",Raghavapurarm,Raghavapurarm,-,-,6.08,0,0,0,,,,,0,0,0,0,
ELGZT0319,"Panja, Raghavapurarm",Raghavapurarm,Raghavapurarm,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0320,"Panja,Raghavapurarm",Raghavapurarm,Raghavapurarm,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0321,"Panja, ",Dharmagigudam,Dharmagigudam,-,-,-,0,0,0,,,,,0,0,0,0,5 Muthawallis
ELGZT0325,"Mosque, Tangellamudi",Tangellamudi,Tangellamudi,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0329,"Jachabi Dargah,",Eluru,Eluru,-,-,-,0,0,0,,,,,0,0,0,0,Need verification
ELGZT0331,"Takiya, Eluru",Eluru,Eluru,-,-,-,0,0,0,,,,,0,0,0,0,Enhancement of 7500 done
ELGZT0332,"Moulali Panja
","Dondapadu, Eluru","Dondapadu, Eluru",-,-,23.77,0,0,0,,,,,0,0,0,0,Need verification
ELGZT0333,"Panja,",Eluru,Eluru,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0341,"Panja, ",Eluru,Eluru,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0342,"Panja, Eluru",Eluru,Eluru,-,-,Shops,0,0,0,,,,,0,0,0,0,Subject to Audit
ELGZT0346,Panja ,"Sainvarpet, Eluru","Sainvarpet, Eluru",-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0347,Jhanda Sainvarpet,"Sainvarpet, Eluru","Sainvarpet, Eluru",-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0348,Panja Sainvarpet,"Sainvarpet, Eluru","Sainvarpet, Eluru",-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0349,"Mosque, ",Tallamudi,Tallamudi,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0350,"Mosque, ",Vasanthavada,Vasanthavada,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0351,Mosque ,Duggirala,Duggirala,-,-,60.51,0,0,0,,,,,0,0,0,0,
ELGZT0352,Mosque, Pangidigudam, Pangidigudam,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0353,Dargah ,Gauravaram,Gauravaram,-,-,5.44,0,0,0,,,,,0,0,0,0,Encroachment
ELGZT0355,Lateef Sha Takia ,Eluru,Eluru,-,-,1050,0,0,0,,,,,0,0,0,0,"Encroachment particulars
awaited from the Tahsilar,
Denduluru(M)"
ELGZT0356,Panja ,Munduru,Munduru,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0357,Trust ,Eluru,Eluru,-,-,438,0,0,0,,,,,0,0,0,0,Subject to Audit
ELGZT0358,Dargah Eluru,Eluru,Eluru,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0360,"Tomb
Jalipudi Eluru",Eluru,Eluru,-,-,14.35,0,0,0,,,,,0,0,0,0,"Order U/s.51(2) of
Waqf Act, 1995 issued by
the Collector to the
alienees vide
Roc.No.404/IA/WG/2004, 
dt:27.08.2020. A cour case in
W.P. No.17607/2020 on the
file of the High Court of A.P.
Is pending"
ELGZT0404,"Bara Imam Asthana, ",Polavaram,Polavaram,-,-,6.42,0,0,0,,,,,0,0,0,0,
ELGZT0407,Mosque ,Hukumpet,Hukumpet,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0408,Idgah ,,,-,-,-,0,0,0,,,,,0,0,0,0,
ELGZT0409,Mosque ,Rajanpalam,Rajanpalam,-,-,-,0,0,0,,,,,0,0,0,0,Collecting by Krishna IA
ELGZT0652,Mosque  Nuzvid,Nuzvidu,Nuzvidu,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0653,Mosque  Nuzvid,Nuzvidu,Nuzvidu,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0654,Panja Nuzvid,Nuzvidu,Nuzvidu,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0655,Panja Nuzvid,Nuzvidu,Nuzvidu,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0656,Panja Nuzvid,Nuzvidu,Nuzvidu,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0657,"Graveyard, Nuzvidu",Nuzvidu,Nuzvidu,-,-,2.5,0,0,0,,,,,0,0,0,0,
ELGZT0658,"Graveyard, Nuzvidu",Nuzvidu,Nuzvidu,-,-,2,0,0,0,,,,,0,0,0,0,Collecting by Krishna IA
ELGZT0663,Panja ,Edara,Edara,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0664,Panja ,Agiripalli,Agiripalli,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0665,Mosque Agiripalli,Agiripalli,Agiripalli,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0666,Panja ,Nuzvid,Nuzvid,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0667,Panja Nuzvid,Nuzvid,Nuzvid,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0668,Panja Nuzvid,Nuzvid,Nuzvid,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0669,Darga ,Mirjapuram,Mirjapuram,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0670,Mosque Mirjapuram,Mirjapuram,Mirjapuram,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0675,Panja ,Nuzvid,Nuzvid,-,-,0,0,0,0,,,,,0,0,0,0,
ELGZT0736,"Mosque, ",Kavulur,Kavulur,-,-,0,0,0,0,,,,,0,0,0,0,
