ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
PKGZT1844,Ashoor Khana Kakarla,Kakarla,Kakarla,,,8.71,0,0,0,,,,,0,0,0,0,
PKGZT0944,Masoomsha Peerla Panja,Ongole,Ongole,,,,0,7630,7630,8688/174/05-12-2025,866/09-12-2025,,7630,7630,0,0,0,
PKGZT0945,Masjid-e-Noor,Ghantapalem Ongole,Ghantapalem Ongole,,,,0,7000,7000,8680/174/03-12-2025,867/09-12-2025,,3000,3000,0,4000,4000,Need Inspection by IA
PKGZT0127,Ashoorkhana,Mogallur V. Veligandla M,Mogallur V. Veligandla M,,,44,0,3000,3000,,,,,0,0,3000,3000,Encrochment
PKGZT0114,Ashoorkhana,Mogallur V. Veligandla M,Mogallur V. Veligandla M,,,15.58,0,3000,3000,,,,,0,0,3000,3000,Encrochment
PKGZT1822,"jamia Masjid , Darga V, Cumbam",cumbum,cumbum,,,,0,0,0,,,,,0,0,0,0,Encrochment
PKWBU0002,Dargah Hzt Kalemasthan Vali,Ongole,Ongole,,,,0,6500,6500,8690/174/18-12-2025,,,6500,6500,0,0,0,
PKGZT0117,"Ashoor Khana, Ongole, land at Pedakothapalli and M.Nidamanuru",Doddichimtala HM.Padu,Doddichimtala HM.Padu,,,22.3,0,1500,1500,,,,,0,0,1500,1500,Encrochment
PKGZT0916,Ashoorkhana Santhanuthalapadu,Santhanuthalapdu,Santhanuthalapdu,,,2.78,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0946,Ashoor Khana,Ongole,Ongole,,,15.57,0,0,0,,,,,0,0,0,0,Extent of Ac.3.93 cents was aquired by the govt. an extent of Ac.2.00 covered by mosque and graveyard. Remaining Extent of Ac.74.53cents under control of waqf institution. The institution under direct management of waqf board.
PKGZT0949,Ashoor Khana Ongole,Ongole,Ongole,,,87.89,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0952,"Ashoor Khana , SN.Padu",Indluru,Indluru,,,18.03,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0953,"Ashoor khana, Konijedu",Tangutur,Tangutur,,,7.62,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0954,"Dargah, Throvagunta Yedugundlapadu",Maddipadu,Maddipadu,,,30.87,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0955,"Mosque, Throvagunta",Ongole,Ongole,,,80.46,0,,0,,,,,0,0,0,0,Encrochment
PKGZT0957,"Ashoor khana , Karumanchi",Tangutur,Tangutur,,,32.42,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0958,"Ashoor Khana, Alluru",Kothapatnam,Kothapatnam,,,32.14,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0959,"Ashoor Khana, Ammanabrolu",N.G.Padu,N.G.Padu,,,13.5,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0961,"Mosque, Ammanabrolu",N.G.Padu,N.G.Padu,,,42.26,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0962,"Ashoor Khana, Lingamguntla",Maddipadu,Maddipadu,,,6.12,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0964,"Ashoor Khana, Yedugundlapadu",Maddipadu,Maddipadu,,,26.49,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0954,"Dargah, Throvagunta Yedugundlapadu",Maddipadu,Maddipadu,,,30.87,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0962,"Ashoor Khana, Lingamguntla",Maddipadu,Maddipadu,,,6.12,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0964,"Peerla panja, Yedugundlapadu",Maddipadu,Maddipadu,,,26.49,0,0,0,,,,,0,0,0,0,Extent of Ac.6.50 cents under director management of waqf board remaining Extent of Ac.under encroachment.
PKGZT0966,"Ashoor Khana, Kolachanakota",Maddipadu,Maddipadu,,,8.96,0,2000,2000,,,,,0,0,2000,2000,Encrochment
PKGZT0916,"Ashoor Khana, Gangavaram",S.N.Padu,S.N.Padu,,,2.75,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0959,"Ashoor Khana, Ammanabrolu",N.G.Padu,N.G.Padu,,,13.5,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0961,"Ashoor Khana, Ammanabrolu",N.G.Padu,N.G.Padu,,,42.26,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0967,"Ashoor Khana, N.G.Padu",N.G.Padu,N.G.Padu,,,15.85,0,,0,,,,,0,0,0,0,Encrochment
PKGZT0968,"Ashoor Khana, Beerangunta",Kothapatnam,Kothapatnam,,,13.53,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0973,"Ashoor Khana, Chimakurthy",Chimakurthy,Chimakurthy,,,15.96,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0975,"Ashoor Khana, Cheervanuppalapadu",N.G.Padu,N.G.Padu,,,10.65,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0976,"Ashoor Khana, H.Nidamanuru",N.G.Padu,N.G.Padu,,,27.05,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0081,"Takia Sunni, Singarayakonda, Somarajupalli",Singarayakonda,Singarayakonda,,,56.53,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0106,"Ashoor Khana, Kanigiri",Kanigiri,Kanigiri,,,21.36,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0108,"Ashoor Khana, Kanigiri",Kanigiri,Kanigiri,,,18.38,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0115,"Ashoor Khana, Nandanavanam",Hanumantunipadu,Hanumantunipadu,,,1,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0118,"Ashoor Khana, P.C.Palli",P.C.Palli,P.C.Palli,,,4.33,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0119,"Ashoor Khana, Ummanapalli",H.M.Padu,H.M.Padu,,,11.11,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0120,"Ashoor Khana, Hajipuram",H.M.Padu,H.M.Padu,,,11.04,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0121,"Ashoor Khana, Hajipuram",H.M.Padu,H.M.Padu,,,12.56,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0122,"Ashoor Khana, Valicherla",H.M.Padu,H.M.Padu,,,3.88,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0125,"Ashoor Khana, Kanigiri",Kanigiri,Kanigiri,,,8.59,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0126,"Ashoor Khana, Guruvajipeta",Kanigiri,Kanigiri,,,13.72,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0127,"Ashoor Khana, Veligandla",Veligandla,Veligandla,,,44.16,0,0,0,,,,,0,0,0,0,Encrochment
PKGZT0128,Ashoor Khana Gudipadu,Kanigiri,Kanigiri,,,5.75,0,0,0,,,,,0,0,0,0,Encrochment
