ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
ATGZT1444," Imam Khasim Ashurkhana, Kamalapad",Kamalapad,Kamalapad,17.95,,17.95,16000,5000,21000,2525/51/18-08-2025,597/04-09-2025,10000,,10000,6000,5000,11000,
ATROW0003,Asurkhana moulali panja and Talim,Pamidi,Pamidi,SHOPS ROOMS,,,15000,15000,30000,,,,,0,15000,15000,30000,No Income
ATGZT1153,"Ashurkhana, Muntimadugu",Muntimadugu,Muntimadugu,"7.85, 1.67, ",,"7.85, 1.67, ",15000,5000,20000,,,,,0,15000,5000,20000,No Income
ATGZT1243,"Ashurkhana, Dancherla",Dancherla,Dancherla,13.6,,13.6,15000,4500,19500,,,,,0,15000,4500,19500,
ATGZT1190,"Ashurkhana, Thummacherla",Thummacherla,Thummacherla,26.73,,26.73,14000,14000,28000,,,,,0,14000,14000,28000,
ATGZT1201,Dawoodnapar Masjid Y.T. Cheruvu,Y.T. Cheruvu,Y.T. Cheruvu,"1.4,       2.91,        19.89",,"1.4,       2.91,        19.89",14000,7000,21000,,,,,0,14000,7000,21000,subject to audit
ATGZT1207,"Ashurkhana, Kandlagudu",Kandlagudu,Kandlagudu,12.56,,12.56,14000,5000,19000,,,,,0,14000,5000,19000,No Income
ATGZT1232,"Ashurkhana, Pathakothacheruvu",Pathakothacheruvu,Pathakothacheruvu,"1.1,                      15.30",,"1.1,                      15.30",13000,4000,17000,,,,,0,13000,4000,17000,
ATGZT1421,"Pakkavale Ashurkhana, Yellanur",Yellanur,Yellanur,"5.17,   2.43",,"5.17,   2.43",12000,4000,16000,,,,,0,12000,4000,16000,No Income
ATGZT1244,"Ashurkhana, Shro Aminpalli",Shro Aminpalli,Shro Aminpalli,9.91,,9.91,12000,3500,15500,,,,,0,12000,3500,15500,
ATGZT1196,"Ashurkhana, Venkarajukalva",Venkarajukalva,Venkarajukalva,"8.53,       0.46,      0.46",,"8.53,       0.46,      0.46",11000,5000,16000,,,,,0,11000,5000,16000,
ATGZT1146,"Ashurkhana, Chadulla",Chadulla,Chadulla,3.13,,3.13,11000,3000,14000,,,,,0,11000,3000,14000,
ATGZT1407,Siddiq Muqtar Shah Alias Dargah SiddIq Basha (hundi),Tadipatri,Tadipatri,,,Nil,23473,11000,34473,2529/51/23-08-2025,674/01-10-2025,12850,,12850,10623,11000,21623,As per Audit Report
ATGZT1350,"Masjid, Kanekal, Jamia Masjid its Attached property",Kanekal,Kanekal,"12.73,     29.65,    2.70",,"12.73,     29.65,    2.70",10000,60000,70000,2540/51/23-10-2025,809/18-11-2025,10000,15000,25000,0,45000,45000,
ATGZT1199,"Sha Mohammad Sha Vali Dargah, Y.T Cheruvu",Y.T. Cheruvu,Y.T. Cheruvu,11.74,,11.74,10000,5000,15000,,,,,0,10000,5000,15000,No Income
ATGZT1241,"Ashurkhana, Guntakal",Guntakal,Guntakal,8.69,,8.69,10000,3000,13000,,,,,0,10000,3000,13000,NO Income
ATGZT1398,"Ashurkhana, Kadavakallu",Kadavakallu,Kadavakallu,6.5,,6.5,10000,3000,13000,,,,,0,10000,3000,13000,Need Inspection
ATGZT1197,"Ashurkhana, Konapuram",Konapuram,Konapuram,5.7,,5.7,9000,3000,12000,,,,,0,9000,3000,12000,
ATGZT1420,"Mathadi Ashurkhana, Yellanur",ATP,ATP,"0.68,    2.80,   0.38",,"0.68,    2.80,   0.38",8454,2000,10454,,,,,0,8454,2000,10454,
ATGZT1451,"Ashurkhana, Budgavi",Budgavi,Budgavi,"5.69,   8.36",,"5.69,   8.36",8000,4000,12000,,,,,0,8000,4000,12000,No Income
ATGZT1212,"Ashurkhana, Moppalagurthi",Moppalagurthi,Moppalagurthi,4.5,,4.5,7500,2500,10000,,,,,0,7500,2500,10000,
ATGZT1155,"Ashurkhana ( No Income) , Marthadu (Jamia Masjid) ",Marthadu,Marthadu,13.26,,13.26,7000,7000,14000,,,,,0,7000,7000,14000,Need to Inspections
ATGZT1393,"Ashurkhana, Velamakur",Velamakur,Velamakur,4.74,,4.74,7000,7000,14000,,,,,0,7000,7000,14000,No Income
ATGZT1416,"Ashurkhana, Veenapusapalli",Vennapusapalli,Vennapusapalli,7.11,,7.11,7000,2000,9000,,,,,0,7000,2000,9000,No Income
ATGZT1438,"Makan, Vajrakarur",Vajrakaru,Vajrakaru,"25.43,   3.32",,"25.43,   3.32",7000,2000,9000,,,,,0,7000,2000,9000,No Income
ATGZT1200,"Takiya, Y.T. Cheruvu",Y.T. Cheruvu,Y.T. Cheruvu,"0.87,              3.00",,0.87,6500,2500,9000,,,,,0,6500,2500,9000,
ATGZT1171,"Ashurkhana, Sirivaram",Sirivaram,Sirivaram,3.54,,3.54,6000,2000,8000,,,,,0,6000,2000,8000,Need Inspection
ATGZT1443,"Ashurkhana, Tatrakallu",Tatrakallu,Tatrakallu,7.08,,7.08,6000,2000,8000,,,,,0,6000,2000,8000,
ATGZT1452,"Ashurkhana, Ragulapadu",Ragulapadu,Ragulapadu,10.64,,10.64,6000,2000,8000,,,,,0,6000,2000,8000,Need Inspection
ATGZT1360,"Ashurkhana, Hanakanghat",Hanakanghat,Hanakanghat,19.8,,19.8,5000,5000,10000,,,,,0,5000,5000,10000,
ATGZT1166,"Ashurkhana, Chakrayapeta",Chakrayapeta,Chakrayapeta,"0.63,              0.97",,"0.63,              0.97",4500,1500,6000,,,,,0,4500,1500,6000,No Income
ATGZT1218,"Ashurkhana, Gooty",Gooty,Gooty,1.64,,1.64,4500,1500,6000,,,,,0,4500,1500,6000,Need Inspection
ATGZT1320,"Ashurkhana, Nidragutta",Nidragutta,Nidragutta,"7.52, 1.13",,"7.52, 1.13",4000,4000,8000,,,,,0,4000,4000,8000,No Income
ATGZT1390,"Syed Musthafa Shah Khadri Dargah, Yadiki",Yadiki,Yadiki,"14.38,     0.25,    2.48",,"14.38,     0.25,    2.48",4000,4000,8000,,,,,0,4000,4000,8000,No Income
ATGZT1204,"Ashurkhana, Kristipadu",Kristipadu,Kristipadu,1.82,,1.82,4000,1500,5500,,,,,0,4000,1500,5500,No Income
ATGZT1231,"Miskin Sahib Dargah, Pathakothacheruvu",Pathakothacheruvu,Pathakothacheruvu,2,,2,4000,1000,5000,,,,,0,4000,1000,5000,No Income
ATGZT1424,"Ashurkhana, Rayalacheruvu",Rayalacheruvu,Rayalacheruvu,2.75,,2.75,4000,1000,5000,,,,,0,4000,1000,5000,No Income
ATGZT1228,"Syed Sahib Dargah, Gooty",Pathakothacheruvu,Pathakothacheruvu,0.96,,0.96,3500,1000,4500,,,,,0,3500,1000,4500,No Income
ATNZP0001,Quda Masjid Rayadurgam,Rayadurgam,Rayadurgam,,,,3000,2000,5000,,,,,0,3000,2000,5000,No Income
ATGZT1194,"Syed Basha Vali Dargah, Gooty",Y.T. Cheruvu,Y.T. Cheruvu,3.24,,3.24,2000,2000,4000,,,,,0,2000,2000,4000,No Income
ATGZT1359,"Ashurkhana, Doddagatta",Doddagatta,Doddagatta,0.62,,0.62,1500,500,2000,,,,,0,1500,500,2000,No Income
ATROW0004,Moulana Abdul Kalam Shadikhana,"Tadipatri, Anantapur","Tadipatri, Anantapur",,Rooms,,0,170000,170000,,,,,0,0,170000,170000,"Haq-e-Intezam 2538/51/17-10-2025, 733/21-10-2025, Rs.100,000/-"
ATGZT1217,"Jamia Masjid, Peta, Gooty",Gooty,Gooty,23.64,,23.64,71833,71833,143666,2522/51/04/08/2025,499/12-08-2025,71833,18167,90000,0,53666,53666,Need Inspection No payment done till now
ATGZT1225,"Khooni Masjid, Pamidi",Pamidi,Pamidi,10.43,,10.43,0,60000,60000,2526/51/20-08-2025,574/01-09-2025,,20000,20000,0,40000,40000,Subject to Audit
ATGZT1220,"Goreela Masjid, Gooty",Chetnapalli,Chetnapalli,25.78,,25.78,84544,30000,114544,"2504/51/21/04/2025, 2507/51/12-05-2025, 2520/51/28-07-2025","138/07-05-2025, 187/21-05-2025, 497/12-08-2025",84544,25000,109544,0,5000,5000,Subject to Audit
ATGZT1221,Masjid E Roshan,Gooty,Gooty,SHOPS ROOMS,,SHOPS ROOMS,0,26000,26000,,,,,0,0,26000,26000,
ATGZT1361,"Jamia Masjid, Malyam","Malyam Village, Kanekal Mandal","Malyam Village, Kanekal Mandal","37.48,      27.96",,"37.48,      27.96",101000,21000,122000,2527/51/20-08-2025,545/21-08-2025,101000,21000,122000,0,0,0,
ATGZT1368,"Dargah Hzt. Syed Sha Sarmas Hussain Chishthi, Honnur",Honnur,Honnur,"11.87,     4.05,     4.27,    16.68,   2716.89",,"11.87,     4.05,     4.27,    16.68,   2716.89",32000,21000,53000,2515/51/30-06-2025,358/14-07-2025,32000,21000,53000,0,0,0,
ATGZT1136,Sidiqia Masjid (Jamagalapalli Mosque) ATP,Anantapuramu,Anantapuramu,SHOPS ROOMS,,SHOPS ROOMS,17000,17000,34000,2502/51/08-04-2025,49/15-04-2025,17000,0,17000,0,17000,17000,Sy.No. Of the lands was wrongly published in the gazette Need Inspection
ATGZT1150,"Jamia Masjid, Singanamala",Singanamala ,Singanamala ,"0.85,                 4.96",,"0.85,                 4.96",0,15000,15000,2546/51/03-12-2025,,,15000,15000,0,0,0,subject to audit
ATGZT1215,"Khateeb Service in Jumma Masjid, Fort, Gooty.",Gooty,Gooty,9.45,,9.45,4500,10000,14500,2521/51/28-07-2025,498/12-08-2025,4500,10000,14500,0,0,0,No Income
ATGZT1422,"Jamia Masjid, Tadipatri 
( Old Fort)",Vanganur,Vanganur,119.32,,119.32,11000,10000,21000,2532/51/12-09-2025,672/01-10-2025,11000,,11000,0,10000,10000,subject to audit
ATGZT1370,"Choti Masjid, Rayadurg",Rayadurg,Rayadurg,"7.53,    1.85",,"7.53,    1.85",8000,8000,16000,2501/51/08-04-2025,50/15-04-2025,8000,0,8000,0,8000,8000,
ATGZT1409,Khalandaria Masjid and Mastanvali Darga ,Tadipatri,Tadipatri,,,Nil,7900,7500,15400,2530/51/23-08-2025,675/01-10-2025,7900,,7900,0,7500,7500,As per audit report
ATGZT1410,Mosque slyed Abubakar Fazlujjah @Yaseen Basha Qadri,Tadipatri,Tadipatri,,,Nil,7980,7200,15180,2506/51/09-05-2025,185/21-05-2025,7980,,7980,0,7200,7200,No Income
ATGZT1411,"Shamshuddin Vali Sahib Dargah, Tadipatri",Tadipatri,Tadipatri,"3.21,             13.75,               1.11,          4.80,",,"3.21,             13.75,               1.11,          4.80,",10000,7200,17200,2531/51/08-09-2025,671/01-10-2025,10000,,10000,0,7200,7200,subject to audit
ATROW0005,D.Hzt Syed Gulam Shah Quadri,Poter line Guntakal,Poter line Guntakal,,,,7000,7100,14100,2503/51/10-04-2025,139/07-05-2025,7000,,7000,0,7100,7100,No Income
ATGZT1245,"Porter Line Masjid, Thimmacherla
( Guntakal)",Chippagiri,Chippagiri,18.33,,18.33,17000,7000,24000,2508/51/15-05-2026,186/21-05-2025,17000,,17000,0,7000,7000,Need Inspection
ATGZT1151,"Syed Masood Ghazi Sahib Dargah, Singanamala",Singanamala ,Singanamala ,"0.94,              0.65,          1.12",,0.94,0,7000,7000,,,,,0,0,7000,7000,No Income
ATGZT1394,"Ashurkhana, Uruchintala",Uruchintala,Uruchintala,"9.32,    2.59",,"9.32,    2.59",0,7000,7000,,,,,0,0,7000,7000,No income
ATGZT1214,"Ashurkhana, Peddavaduguru",Peddavaduguru,Peddavaduguru,12.8,,12.8,11000,5000,16000,2511/51/17-06-2025,361/14-07-2025,11000,5000,16000,0,0,0,
ATGZT1227,"Ashurkhana, Nakkanadoddi",Nakkanadoddi,Nakkanadoddi,22.83,,22.83,5000,5000,10000,2510/51/16-09-2025,360/14-07-2025,5000,5000,10000,0,0,0,
