ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
KDGZT0190,Ashurkhana   sunni,,Ulinendla,,,5.62,0,0,0,,,,,0,0,0,0,
KDGZT0191,Ashurkhana    Sunni,,Kasuur,,,Nil,0,0,0,,,,,0,0,0,0,
KDGZT0192,Mosque  Sunni,,Pulivendala,,,1.28,0,0,0,,,,,0,0,0,0,
KDGZT0195,"Mosque  Sunni & Dargah, Mallela",,Mallala,28.89,,28.89,0,25000,25000,3056/62/30-04-2025,127/06-05-2025,,25000,25000,0,0,0,
KDGZT0196,Mosque  Sunni,,vempalle,,,Nil,0,0,0,,,,,0,0,0,0,
KDGZT0197,Ashurkhana  sunni,,Kachivaripalle,,,0.58,0,0,0,,,,,0,0,0,0,
KDGZT0198,Mosque  Sunni,,Parlapalli,40.67,,40.67,10000,5000,15000,3060/62/09-06-2025,476/06/03/2025,10000,,10000,0,5000,5000,Subject to Audit
KDGZT0249,"Mosque  Sunni, Kumarkalva",,"Mosque  Sunni, Kumarkalva",39.25,,39.25,0,5000,5000,,,,,0,0,5000,5000,
KDGZT0259,Mosque Sunni,,Siddovt,,,16.12,0,0,0,,,,,0,0,0,0,
KDGZT0260,Mosque  Sunni,,Siddovt,,,Nil,0,0,0,,,,,0,0,0,0,
KDGZT0261,"Jamia Mosque, Siddavatam (V&M) ",,Siddavatam (V&M) Lands at Neknapuram ,41.48,,41.48,0,0,0,,,,,0,0,0,0,
KDGZT0263,Ashurkhana Sunni,,Athur,,,0.32,0,0,0,,,,,0,0,0,0,
KDGZT0265,Ashurkhana Sunni,,Lingampalli,,,1.78,0,,0,,,,,0,0,0,0,
KDGZT0266,Mosque Sunni,,Vanitipalli,,,8.09,0,,0,,,,,0,0,0,0,
KDGZT0267,Ashurkhana  sunni,,Kothur,,,0.92,0,0,0,,,,,0,0,0,0,
KDGZT0268,Ashurkhana  sunni,,North Ramapuram,,,0.2,0,0,0,,,,,0,0,0,0,
KDGZT0269,Mosque  Sunni,,Gangperur,,,0.52,0,0,0,,,,,0,0,0,0,
KDGZT0270,Ashurkhana  sunni,,Vakadana,,,0.47,0,0,0,,,,,0,0,0,0,
KDGZT0271,Ashurkhana  sunni,,Mthukur,,,2.12,0,0,0,,,,,0,0,0,0,
KDGZT0272,Ashurkhana  sunni,,Siddovt,,,Nil,0,0,0,,,,,0,0,0,0,
KDGZT0274,"Ashurkhana  sunni, Mantapam Palli",,Mantapam Palli,1.18,,1.18,0,0,0,,,,,0,0,0,0,
KDGZT0275,Ashurkhana  sunni,,Nemlligadipad,,,0.22,0,0,0,,,,,0,0,0,0,
KDGZT0277,Mosque  Sunni,,Bandlakunamghat,,,Nil,0,0,0,,,,,0,0,0,0,
KDROW0001,D.Hzt Gaffar shah khadri  kamalapuram(v&m),,,,,,0,55000,55000,,,,,0,0,55000,55000,
KDROW0002,Masjid Mohammed Roshan Gaffar Khadri Kadapa,,Kadapa,,,,0,1000,1000,3051/62/25-03-2025,123/06-05-2025,,1000,1000,0,0,0,
KDROW0003, ,,Kadapa,,,,2000,,,3063/62/02-07-2025,481/07/08/2025,2000,,2000,0,0,0,Yet to be audited 
KDWBU0001,Masjid-e-Rizwan,,Kadapa,,,,0,1000,1000,3059/62/29-05-2025,478/06/08/2025,,1000,1000,0,0,0,
KDROW0004,Makka Mosque & madrasa ,,,,,,1500,1500,3000,3071/62/04/08/2025,786/12-11-2025,1500,,1500,0,1500,1500,
KDGZT0047,"Asurkhana (Sunni), Ganganapalli ",,Ganganapalle,151.38,,151.38,,,,,,,,,,,,Subject to Audit
