ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
KLGZT2037,Ashurkhana Sunni,Kallur,Chetlamallapuram,0,0,0,0,0,0,,,,,0,0,0,0,No Income/encroachment
KLGZT2040,Jinda Bhai Masjid Sunni,Kurnool,Pasupula,0,0,0,0,0,0,,,,,0,0,0,0,new
KLGZT2041,Mosque Sunni,Kurnool,Sudireddipalli H/o Pasupula,0,0,0,0,0,0,,,,,0,0,0,0,No Income
KLGZT2042,Mosque Sunni,Kallur,Pandipadu,18-94,0,18-94,0,0,0,,,,,0,0,0,0,No income
KLGZT2048,Alla Bakash Miah Dargah,Kurnool,Joharapuram,0,0,0,0,0,0,,,,,0,0,0,0,new
KLGZT2049,Syed Ahamad Shah Khadri Dargah,Kurnool,Joharapuram,0,0,0,0,0,0,,,,,0,0,0,0,new
KLGZT2050,"Mosque, Joharapuram",Kurnool,Joharapuram,0,0,0,0,0,0,,,,,0,0,0,0,The land in Ac.13.95 is sold away.
KLGZT2051,Pakki Masjid Sunni,Kurnool,Joharapuram,0,0,0,0,0,0,,,,,0,0,0,0,The land in Ac.11.43 is mortgaged
KLGZT2052,Mosque Sunni,Kurnool,Joharapuram,0,0,0,0,0,0,,,,,0,0,0,0,no income
KLGZT2057,Mosque Sunni,Kurnool,Roza ,0,0,0,0,0,0,,,,,0,0,0,0,No Income
KLGZT2064,Ashurkhana Sunni,Orvakal,Chintalapalli H/o Komarolu,0,0,0,0,0,0,,,,,0,0,0,0,
KLGZT2070,Ashoor Khana Sunni,Orvakal,Tippayyapalli,0,0,0,0,0,0,,,,,0,0,0,0,Subject to Audit
KLGZT2072,Mohammad Sultal Khadiri Dargha,Orvakal,Orvakal,0,0,0,0,0,0,,,,,0,0,0,0,No Income
KLGZT2073,Ashoor Khana Sunni,Orvakal,Orvakal,0,0,0,0,0,0,,,,,0,0,0,0,new
KLGZT2076,Ashoor Khana Sunni,Kodumur,Chillabanda h/o Yerradoddi,0,0,0,0,0,0,,,,,0,0,0,0,new
KLGZT2079,Ashoor Khana Sunni,Kodumur,Gorantla,0,0,0,0,0,0,,,,,0,0,0,0,nerw
KLGZT2084,Fakkir Ashurkhana,Kodumur,Laddagiri,0,0,0,0,0,0,,,,,0,0,0,0,no income
KLGZT2085,Mohammadan Ashurkhana,Kodumur,Laddagiri,0,0,0,0,0,0,,,,,0,0,0,0,no income
KLGZT2087,Ashurkhana Sunni,Gudur,K.Nagalapuram,0,0,0,0,0,0,,,,,0,0,0,0,
KLGZT2092,Ashurkhana Sunni,Kodumur,Pyalakurthi,0,0,0,0,0,0,,,,,0,0,0,0,new
KLGZT2093,Ashurkhana Sunni,Kallur,K.Markapuram,11.34,0,11.34,0,0,0,,,,,0,0,0,0,encroachment
KLGZT2097,Ashurkhana Sunni,Kurnool,Munagalapadu,0,0,0,0,0,0,,,,,0,0,0,0,
